simulationId,simulationRun,trial,response,stimulus,trueMu,trueSigma,trueSaturation,trueGamma,trueLambda,estimatedMu,estimatedSigma,estimatedSaturation,estimatedGamma,estimatedLambda
 0,0,1,True,-0.0232710540294647,-0.137,0.001,0,0,0,-0.0782753732055426,0.100500000524335,0.0500000007450581,0,0
0,0,2,True,-0.0698131620883942,-0.137,0.001,0,0,0,-0.120586382225156,0.100500000524335,0.0500000007450581,0,0
0,0,3,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.150204088538885,0.100500000524335,0.0500000007450581,0,0
0,0,4,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.13327968493104,0.100500000524335,0.0500000007450581,0,0
0,0,5,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.145972987636924,0.050750000285916,0.0500000007450581,0,0
0,0,6,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.050750000285916,0.0500000007450581,0,0
0,0,7,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.050750000285916,0.0500000007450581,0,0
0,0,8,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.050750000285916,0.0500000007450581,0,0
0,0,9,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,10,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,11,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,12,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,13,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,14,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,15,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,16,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,17,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,18,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,19,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,20,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,21,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,22,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,23,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,24,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,25,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,26,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,27,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,28,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,0,29,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,0,30,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.00100000004749745,0.0500000007450581,0,0
0,1,1,True,-0.0232710540294647,-0.137,0.001,0,0,0,-0.0782753732055426,0.100500000524335,0.0500000007450581,0,0
0,1,2,True,-0.0698131620883942,-0.137,0.001,0,0,0,-0.120586382225156,0.100500000524335,0.0500000007450581,0,0
0,1,3,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.150204088538885,0.100500000524335,0.0500000007450581,0,0
0,1,4,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.13327968493104,0.100500000524335,0.0500000007450581,0,0
0,1,5,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.145972987636924,0.050750000285916,0.0500000007450581,0,0
0,1,6,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.050750000285916,0.0500000007450581,0,0
0,1,7,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.141741886734962,0.050750000285916,0.0500000007450581,0,0
0,1,8,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.050750000285916,0.0500000007450581,0,0
0,1,9,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,1,10,True,-0.116355277597904,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
0,1,11,False,-0.162897393107414,-0.137,0.001,0,0,0,-0.137510785833001,0.00100000004749745,0.0500000007450581,0,0
