simulationId,simulationRun,trial,response,stimulus,trueMu,trueSigma,trueSaturation,trueGamma,trueLambda
0,6,4,False,-0.06981316,0.05,0.001,0,0,0
0,6,5,False,-0.02327105,0.05,0.001,0,0,0
0,6,6,False,0.02327106,0.05,0.001,0,0,0
0,6,7,True,0.06981317,0.05,0.001,0,0,0
0,6,8,True,0.1163553,0.05,0.001,0,0,0
0,6,9,True,0.1628974,0.05,0.001,0,0,0
0,6,10,True,0.2094395,0.05,0.001,0,0,0
0,6,11,False,-0.2094395,0.05,0.001,0,0,0
0,6,12,False,-0.1628974,0.05,0.001,0,0,0
0,6,13,False,-0.1163553,0.05,0.001,0,0,0
0,6,14,False,-0.06981316,0.05,0.001,0,0,0
0,6,15,False,-0.02327105,0.05,0.001,0,0,0
0,6,16,False,0.02327106,0.05,0.001,0,0,0
0,6,17,True,0.06981317,0.05,0.001,0,0,0
0,6,18,True,0.1163553,0.05,0.001,0,0,0
0,6,19,True,0.1628974,0.05,0.001,0,0,0
0,6,20,True,0.2094395,0.05,0.001,0,0,0
0,7,1,False,-0.2094395,0.05,0.001,0,0,0
0,7,2,False,-0.1628974,0.05,0.001,0,0,0
0,7,3,False,-0.1163553,0.05,0.001,0,0,0
0,7,4,False,-0.06981316,0.05,0.001,0,0,0
0,7,5,False,-0.02327105,0.05,0.001,0,0,0
0,7,6,False,0.02327106,0.05,0.001,0,0,0
0,7,7,True,0.06981317,0.05,0.001,0,0,0
0,7,8,True,0.1163553,0.05,0.001,0,0,0
0,7,9,True,0.1628974,0.05,0.001,0,0,0
0,7,10,True,0.2094395,0.05,0.001,0,0,0
0,7,11,False,-0.2094395,0.05,0.001,0,0,0
0,7,12,False,-0.1628974,0.05,0.001,0,0,0
0,7,13,False,-0.1163553,0.05,0.001,0,0,0
0,7,14,False,-0.06981316,0.05,0.001,0,0,0
0,7,15,False,-0.02327105,0.05,0.001,0,0,0
0,7,16,False,0.02327106,0.05,0.001,0,0,0
0,7,17,True,0.06981317,0.05,0.001,0,0,0
0,7,18,True,0.1163553,0.05,0.001,0,0,0
0,7,19,True,0.1628974,0.05,0.001,0,0,0
0,7,20,True,0.2094395,0.05,0.001,0,0,0
0,8,1,False,-0.2094395,0.05,0.001,0,0,0
0,8,2,False,-0.1628974,0.05,0.001,0,0,0
0,8,3,False,-0.1163553,0.05,0.001,0,0,0
0,8,4,False,-0.06981316,0.05,0.001,0,0,0
0,8,5,False,-0.02327105,0.05,0.001,0,0,0
0,8,6,False,0.02327106,0.05,0.001,0,0,0
0,8,7,True,0.06981317,0.05,0.001,0,0,0
0,8,8,True,0.1163553,0.05,0.001,0,0,0
0,8,9,True,0.1628974,0.05,0.001,0,0,0
0,8,10,True,0.2094395,0.05,0.001,0,0,0
0,8,11,False,-0.2094395,0.05,0.001,0,0,0
0,8,12,False,-0.1628974,0.05,0.001,0,0,0
0,8,13,False,-0.1163553,0.05,0.001,0,0,0
0,8,14,False,-0.06981316,0.05,0.001,0,0,0
0,8,15,False,-0.02327105,0.05,0.001,0,0,0
0,8,16,False,0.02327106,0.05,0.001,0,0,0
0,8,17,True,0.06981317,0.05,0.001,0,0,0
0,8,18,True,0.1163553,0.05,0.001,0,0,0
0,8,19,True,0.1628974,0.05,0.001,0,0,0
0,8,20,True,0.2094395,0.05,0.001,0,0,0
0,9,1,False,-0.2094395,0.05,0.001,0,0,0
0,9,2,False,-0.1628974,0.05,0.001,0,0,0
0,9,3,False,-0.1163553,0.05,0.001,0,0,0
0,9,4,False,-0.06981316,0.05,0.001,0,0,0
0,9,5,False,-0.02327105,0.05,0.001,0,0,0
0,9,6,False,0.02327106,0.05,0.001,0,0,0
0,9,7,True,0.06981317,0.05,0.001,0,0,0
0,9,8,True,0.1163553,0.05,0.001,0,0,0
0,9,9,True,0.1628974,0.05,0.001,0,0,0
0,9,10,True,0.2094395,0.05,0.001,0,0,0
0,9,11,False,-0.2094395,0.05,0.001,0,0,0
0,9,12,False,-0.1628974,0.05,0.001,0,0,0
0,9,13,False,-0.1163553,0.05,0.001,0,0,0
0,9,14,False,-0.06981316,0.05,0.001,0,0,0
0,9,15,False,-0.02327105,0.05,0.001,0,0,0
0,9,16,False,0.02327106,0.05,0.001,0,0,0
0,9,17,True,0.06981317,0.05,0.001,0,0,0
0,9,18,True,0.1163553,0.05,0.001,0,0,0
0,9,19,True,0.1628974,0.05,0.001,0,0,0
0,9,20,True,0.2094395,0.05,0.001,0,0,0
0,10,1,False,-0.2094395,0.05,0.001,0,0,0
0,10,2,False,-0.1628974,0.05,0.001,0,0,0
0,10,3,False,-0.1163553,0.05,0.001,0,0,0
0,10,4,False,-0.06981316,0.05,0.001,0,0,0
0,10,5,False,-0.02327105,0.05,0.001,0,0,0
0,10,6,False,0.02327106,0.05,0.001,0,0,0
0,10,7,True,0.06981317,0.05,0.001,0,0,0
0,10,8,True,0.1163553,0.05,0.001,0,0,0
0,10,9,True,0.1628974,0.05,0.001,0,0,0
0,10,10,True,0.2094395,0.05,0.001,0,0,0
0,10,11,False,-0.2094395,0.05,0.001,0,0,0
0,10,12,False,-0.1628974,0.05,0.001,0,0,0
0,10,13,False,-0.1163553,0.05,0.001,0,0,0
0,10,14,False,-0.06981316,0.05,0.001,0,0,0
0,10,15,False,-0.02327105,0.05,0.001,0,0,0
0,10,16,False,0.02327106,0.05,0.001,0,0,0
0,10,17,True,0.06981317,0.05,0.001,0,0,0
0,10,18,True,0.1163553,0.05,0.001,0,0,0
0,10,19,True,0.1628974,0.05,0.001,0,0,0
0,10,20,True,0.2094395,0.05,0.001,0,0,0
0,11,1,False,-0.2094395,0.05,0.001,0,0,0
0,11,2,False,-0.1628974,0.05,0.001,0,0,0
0,11,3,False,-0.1163553,0.05,0.001,0,0,0
0,11,4,False,-0.06981316,0.05,0.001,0,0,0
0,11,5,False,-0.02327105,0.05,0.001,0,0,0
0,11,6,False,0.02327106,0.05,0.001,0,0,0
0,11,7,True,0.06981317,0.05,0.001,0,0,0
0,11,8,True,0.1163553,0.05,0.001,0,0,0
0,11,9,True,0.1628974,0.05,0.001,0,0,0
0,11,10,True,0.2094395,0.05,0.001,0,0,0
0,11,11,False,-0.2094395,0.05,0.001,0,0,0
0,11,12,False,-0.1628974,0.05,0.001,0,0,0
0,11,13,False,-0.1163553,0.05,0.001,0,0,0
0,11,14,False,-0.06981316,0.05,0.001,0,0,0
0,11,15,False,-0.02327105,0.05,0.001,0,0,0
0,11,16,False,0.02327106,0.05,0.001,0,0,0
0,11,17,True,0.06981317,0.05,0.001,0,0,0
0,11,18,True,0.1163553,0.05,0.001,0,0,0
0,11,19,True,0.1628974,0.05,0.001,0,0,0
0,11,20,True,0.2094395,0.05,0.001,0,0,0
0,12,1,False,-0.2094395,0.05,0.001,0,0,0
0,12,2,False,-0.1628974,0.05,0.001,0,0,0
0,12,3,False,-0.1163553,0.05,0.001,0,0,0
0,12,4,False,-0.06981316,0.05,0.001,0,0,0
0,12,5,False,-0.02327105,0.05,0.001,0,0,0
0,12,6,False,0.02327106,0.05,0.001,0,0,0
0,12,7,True,0.06981317,0.05,0.001,0,0,0
0,12,8,True,0.1163553,0.05,0.001,0,0,0
0,12,9,True,0.1628974,0.05,0.001,0,0,0
0,12,10,True,0.2094395,0.05,0.001,0,0,0
0,12,11,False,-0.2094395,0.05,0.001,0,0,0
0,12,12,False,-0.1628974,0.05,0.001,0,0,0
0,12,13,False,-0.1163553,0.05,0.001,0,0,0
0,12,14,False,-0.06981316,0.05,0.001,0,0,0
0,12,15,False,-0.02327105,0.05,0.001,0,0,0
0,12,16,False,0.02327106,0.05,0.001,0,0,0
0,12,17,True,0.06981317,0.05,0.001,0,0,0
0,12,18,True,0.1163553,0.05,0.001,0,0,0
0,12,19,True,0.1628974,0.05,0.001,0,0,0
0,12,20,True,0.2094395,0.05,0.001,0,0,0
0,13,1,False,-0.2094395,0.05,0.001,0,0,0
0,13,2,False,-0.1628974,0.05,0.001,0,0,0
0,13,3,False,-0.1163553,0.05,0.001,0,0,0
0,13,4,False,-0.06981316,0.05,0.001,0,0,0
0,13,5,False,-0.02327105,0.05,0.001,0,0,0
0,13,6,False,0.02327106,0.05,0.001,0,0,0
0,13,7,True,0.06981317,0.05,0.001,0,0,0
0,13,8,True,0.1163553,0.05,0.001,0,0,0
0,13,9,True,0.1628974,0.05,0.001,0,0,0
0,13,10,True,0.2094395,0.05,0.001,0,0,0
0,13,11,False,-0.2094395,0.05,0.001,0,0,0
0,13,12,False,-0.1628974,0.05,0.001,0,0,0
0,13,13,False,-0.1163553,0.05,0.001,0,0,0
0,13,14,False,-0.06981316,0.05,0.001,0,0,0
0,13,15,False,-0.02327105,0.05,0.001,0,0,0
0,13,16,False,0.02327106,0.05,0.001,0,0,0
0,13,17,True,0.06981317,0.05,0.001,0,0,0
0,13,18,True,0.1163553,0.05,0.001,0,0,0
0,13,19,True,0.1628974,0.05,0.001,0,0,0
0,13,20,True,0.2094395,0.05,0.001,0,0,0
0,14,1,False,-0.2094395,0.05,0.001,0,0,0
0,14,2,False,-0.1628974,0.05,0.001,0,0,0
0,14,3,False,-0.1163553,0.05,0.001,0,0,0
0,14,4,False,-0.06981316,0.05,0.001,0,0,0
0,14,5,False,-0.02327105,0.05,0.001,0,0,0
0,14,6,False,0.02327106,0.05,0.001,0,0,0
0,14,7,True,0.06981317,0.05,0.001,0,0,0
0,14,8,True,0.1163553,0.05,0.001,0,0,0
0,14,9,True,0.1628974,0.05,0.001,0,0,0
0,14,10,True,0.2094395,0.05,0.001,0,0,0
0,14,11,False,-0.2094395,0.05,0.001,0,0,0
0,14,12,False,-0.1628974,0.05,0.001,0,0,0
0,14,13,False,-0.1163553,0.05,0.001,0,0,0
0,14,14,False,-0.06981316,0.05,0.001,0,0,0
0,14,15,False,-0.02327105,0.05,0.001,0,0,0
0,14,16,False,0.02327106,0.05,0.001,0,0,0
0,14,17,True,0.06981317,0.05,0.001,0,0,0
0,14,18,True,0.1163553,0.05,0.001,0,0,0
0,14,19,True,0.1628974,0.05,0.001,0,0,0
0,14,20,True,0.2094395,0.05,0.001,0,0,0
0,15,1,False,-0.2094395,0.05,0.001,0,0,0
0,15,2,False,-0.1628974,0.05,0.001,0,0,0
0,15,3,False,-0.1163553,0.05,0.001,0,0,0
0,15,4,False,-0.06981316,0.05,0.001,0,0,0
0,15,5,False,-0.02327105,0.05,0.001,0,0,0
0,15,6,False,0.02327106,0.05,0.001,0,0,0
0,15,7,True,0.06981317,0.05,0.001,0,0,0
0,15,8,True,0.1163553,0.05,0.001,0,0,0
0,15,9,True,0.1628974,0.05,0.001,0,0,0
0,15,10,True,0.2094395,0.05,0.001,0,0,0
0,15,11,False,-0.2094395,0.05,0.001,0,0,0
0,15,12,False,-0.1628974,0.05,0.001,0,0,0
0,15,13,False,-0.1163553,0.05,0.001,0,0,0
0,15,14,False,-0.06981316,0.05,0.001,0,0,0
0,15,15,False,-0.02327105,0.05,0.001,0,0,0
0,15,16,False,0.02327106,0.05,0.001,0,0,0
0,15,17,True,0.06981317,0.05,0.001,0,0,0
0,15,18,True,0.1163553,0.05,0.001,0,0,0
0,15,19,True,0.1628974,0.05,0.001,0,0,0
0,15,20,True,0.2094395,0.05,0.001,0,0,0
0,16,1,False,-0.2094395,0.05,0.001,0,0,0
0,16,2,False,-0.1628974,0.05,0.001,0,0,0
0,16,3,False,-0.1163553,0.05,0.001,0,0,0
0,16,4,False,-0.06981316,0.05,0.001,0,0,0
0,16,5,False,-0.02327105,0.05,0.001,0,0,0
0,16,6,False,0.02327106,0.05,0.001,0,0,0
0,16,7,True,0.06981317,0.05,0.001,0,0,0
0,16,8,True,0.1163553,0.05,0.001,0,0,0
0,16,9,True,0.1628974,0.05,0.001,0,0,0
0,16,10,True,0.2094395,0.05,0.001,0,0,0
0,16,11,False,-0.2094395,0.05,0.001,0,0,0
0,16,12,False,-0.1628974,0.05,0.001,0,0,0
0,16,13,False,-0.1163553,0.05,0.001,0,0,0
0,16,14,False,-0.06981316,0.05,0.001,0,0,0
0,16,15,False,-0.02327105,0.05,0.001,0,0,0
0,16,16,False,0.02327106,0.05,0.001,0,0,0
0,16,17,True,0.06981317,0.05,0.001,0,0,0
0,16,18,True,0.1163553,0.05,0.001,0,0,0
0,16,19,True,0.1628974,0.05,0.001,0,0,0
0,16,20,True,0.2094395,0.05,0.001,0,0,0
0,17,1,False,-0.2094395,0.05,0.001,0,0,0
0,17,2,False,-0.1628974,0.05,0.001,0,0,0
0,17,3,False,-0.1163553,0.05,0.001,0,0,0
0,17,4,False,-0.06981316,0.05,0.001,0,0,0
0,17,5,False,-0.02327105,0.05,0.001,0,0,0
0,17,6,False,0.02327106,0.05,0.001,0,0,0
0,17,7,True,0.06981317,0.05,0.001,0,0,0
0,17,8,True,0.1163553,0.05,0.001,0,0,0
0,17,9,True,0.1628974,0.05,0.001,0,0,0
0,17,10,True,0.2094395,0.05,0.001,0,0,0
0,17,11,False,-0.2094395,0.05,0.001,0,0,0
0,17,12,False,-0.1628974,0.05,0.001,0,0,0
0,17,13,False,-0.1163553,0.05,0.001,0,0,0
0,17,14,False,-0.06981316,0.05,0.001,0,0,0
0,17,15,False,-0.02327105,0.05,0.001,0,0,0
0,17,16,False,0.02327106,0.05,0.001,0,0,0
0,17,17,True,0.06981317,0.05,0.001,0,0,0
0,17,18,True,0.1163553,0.05,0.001,0,0,0
0,17,19,True,0.1628974,0.05,0.001,0,0,0
0,17,20,True,0.2094395,0.05,0.001,0,0,0
0,18,1,False,-0.2094395,0.05,0.001,0,0,0
0,18,2,False,-0.1628974,0.05,0.001,0,0,0
0,18,3,False,-0.1163553,0.05,0.001,0,0,0
0,18,4,False,-0.06981316,0.05,0.001,0,0,0
0,18,5,False,-0.02327105,0.05,0.001,0,0,0
0,18,6,False,0.02327106,0.05,0.001,0,0,0
0,18,7,True,0.06981317,0.05,0.001,0,0,0
0,18,8,True,0.1163553,0.05,0.001,0,0,0
0,18,9,True,0.1628974,0.05,0.001,0,0,0
0,18,10,True,0.2094395,0.05,0.001,0,0,0
0,18,11,False,-0.2094395,0.05,0.001,0,0,0
0,18,12,False,-0.1628974,0.05,0.001,0,0,0
0,18,13,False,-0.1163553,0.05,0.001,0,0,0
0,18,14,False,-0.06981316,0.05,0.001,0,0,0
0,18,15,False,-0.02327105,0.05,0.001,0,0,0
0,18,16,False,0.02327106,0.05,0.001,0,0,0
0,18,17,True,0.06981317,0.05,0.001,0,0,0
0,18,18,True,0.1163553,0.05,0.001,0,0,0
0,18,19,True,0.1628974,0.05,0.001,0,0,0
0,18,20,True,0.2094395,0.05,0.001,0,0,0
0,19,1,False,-0.2094395,0.05,0.001,0,0,0
0,19,2,False,-0.1628974,0.05,0.001,0,0,0
0,19,3,False,-0.1163553,0.05,0.001,0,0,0
0,19,4,False,-0.06981316,0.05,0.001,0,0,0
0,19,5,False,-0.02327105,0.05,0.001,0,0,0
0,19,6,False,0.02327106,0.05,0.001,0,0,0
0,19,7,True,0.06981317,0.05,0.001,0,0,0
0,19,8,True,0.1163553,0.05,0.001,0,0,0
0,19,9,True,0.1628974,0.05,0.001,0,0,0
0,19,10,True,0.2094395,0.05,0.001,0,0,0
0,19,11,False,-0.2094395,0.05,0.001,0,0,0
0,19,12,False,-0.1628974,0.05,0.001,0,0,0
0,19,13,False,-0.1163553,0.05,0.001,0,0,0
0,19,14,False,-0.06981316,0.05,0.001,0,0,0
0,19,15,False,-0.02327105,0.05,0.001,0,0,0
0,19,16,False,0.02327106,0.05,0.001,0,0,0
0,19,17,True,0.06981317,0.05,0.001,0,0,0
0,19,18,True,0.1163553,0.05,0.001,0,0,0
0,19,19,True,0.1628974,0.05,0.001,0,0,0
0,19,20,True,0.2094395,0.05,0.001,0,0,0
0,20,1,False,-0.2094395,0.05,0.001,0,0,0
0,20,2,False,-0.1628974,0.05,0.001,0,0,0
0,20,3,False,-0.1163553,0.05,0.001,0,0,0
0,20,4,False,-0.06981316,0.05,0.001,0,0,0
0,20,5,False,-0.02327105,0.05,0.001,0,0,0
0,20,6,False,0.02327106,0.05,0.001,0,0,0
0,20,7,True,0.06981317,0.05,0.001,0,0,0
0,20,8,True,0.1163553,0.05,0.001,0,0,0
0,20,9,True,0.1628974,0.05,0.001,0,0,0
0,20,10,True,0.2094395,0.05,0.001,0,0,0
0,20,11,False,-0.2094395,0.05,0.001,0,0,0
0,20,12,False,-0.1628974,0.05,0.001,0,0,0
0,20,13,False,-0.1163553,0.05,0.001,0,0,0
0,20,14,False,-0.06981316,0.05,0.001,0,0,0
0,20,15,False,-0.02327105,0.05,0.001,0,0,0
0,20,16,False,0.02327106,0.05,0.001,0,0,0
0,20,17,True,0.06981317,0.05,0.001,0,0,0
0,20,18,True,0.1163553,0.05,0.001,0,0,0
0,20,19,True,0.1628974,0.05,0.001,0,0,0
0,20,20,True,0.2094395,0.05,0.001,0,0,0
0,21,1,False,-0.2094395,0.05,0.001,0,0,0
0,21,2,False,-0.1628974,0.05,0.001,0,0,0
0,21,3,False,-0.1163553,0.05,0.001,0,0,0
0,21,4,False,-0.06981316,0.05,0.001,0,0,0
0,21,5,False,-0.02327105,0.05,0.001,0,0,0
0,21,6,False,0.02327106,0.05,0.001,0,0,0
0,21,7,True,0.06981317,0.05,0.001,0,0,0
0,21,8,True,0.1163553,0.05,0.001,0,0,0
0,21,9,True,0.1628974,0.05,0.001,0,0,0
0,21,10,True,0.2094395,0.05,0.001,0,0,0
0,21,11,False,-0.2094395,0.05,0.001,0,0,0
0,21,12,False,-0.1628974,0.05,0.001,0,0,0
0,21,13,False,-0.1163553,0.05,0.001,0,0,0
0,21,14,False,-0.06981316,0.05,0.001,0,0,0
0,21,15,False,-0.02327105,0.05,0.001,0,0,0
0,21,16,False,0.02327106,0.05,0.001,0,0,0
0,21,17,True,0.06981317,0.05,0.001,0,0,0
0,21,18,True,0.1163553,0.05,0.001,0,0,0
0,21,19,True,0.1628974,0.05,0.001,0,0,0
0,21,20,True,0.2094395,0.05,0.001,0,0,0
0,22,1,False,-0.2094395,0.05,0.001,0,0,0
0,22,2,False,-0.1628974,0.05,0.001,0,0,0
0,22,3,False,-0.1163553,0.05,0.001,0,0,0
0,22,4,False,-0.06981316,0.05,0.001,0,0,0
0,22,5,False,-0.02327105,0.05,0.001,0,0,0
0,22,6,False,0.02327106,0.05,0.001,0,0,0
0,22,7,True,0.06981317,0.05,0.001,0,0,0
0,22,8,True,0.1163553,0.05,0.001,0,0,0
0,22,9,True,0.1628974,0.05,0.001,0,0,0
0,22,10,True,0.2094395,0.05,0.001,0,0,0
0,22,11,False,-0.2094395,0.05,0.001,0,0,0
0,22,12,False,-0.1628974,0.05,0.001,0,0,0
0,22,13,False,-0.1163553,0.05,0.001,0,0,0
0,22,14,False,-0.06981316,0.05,0.001,0,0,0
0,22,15,False,-0.02327105,0.05,0.001,0,0,0
0,22,16,False,0.02327106,0.05,0.001,0,0,0
0,22,17,True,0.06981317,0.05,0.001,0,0,0
0,22,18,True,0.1163553,0.05,0.001,0,0,0
0,22,19,True,0.1628974,0.05,0.001,0,0,0
0,22,20,True,0.2094395,0.05,0.001,0,0,0
0,23,1,False,-0.2094395,0.05,0.001,0,0,0
0,23,2,False,-0.1628974,0.05,0.001,0,0,0
0,23,3,False,-0.1163553,0.05,0.001,0,0,0
0,23,4,False,-0.06981316,0.05,0.001,0,0,0
0,23,5,False,-0.02327105,0.05,0.001,0,0,0
0,23,6,False,0.02327106,0.05,0.001,0,0,0
0,23,7,True,0.06981317,0.05,0.001,0,0,0
0,23,8,True,0.1163553,0.05,0.001,0,0,0
0,23,9,True,0.1628974,0.05,0.001,0,0,0
0,23,10,True,0.2094395,0.05,0.001,0,0,0
0,23,11,False,-0.2094395,0.05,0.001,0,0,0
0,23,12,False,-0.1628974,0.05,0.001,0,0,0
0,23,13,False,-0.1163553,0.05,0.001,0,0,0
0,23,14,False,-0.06981316,0.05,0.001,0,0,0
0,23,15,False,-0.02327105,0.05,0.001,0,0,0
0,23,16,False,0.02327106,0.05,0.001,0,0,0
0,23,17,True,0.06981317,0.05,0.001,0,0,0
0,23,18,True,0.1163553,0.05,0.001,0,0,0
0,23,19,True,0.1628974,0.05,0.001,0,0,0
0,23,20,True,0.2094395,0.05,0.001,0,0,0
0,24,1,False,-0.2094395,0.05,0.001,0,0,0
0,24,2,False,-0.1628974,0.05,0.001,0,0,0
0,24,3,False,-0.1163553,0.05,0.001,0,0,0
0,24,4,False,-0.06981316,0.05,0.001,0,0,0
0,24,5,False,-0.02327105,0.05,0.001,0,0,0
