trial, subject_code, session, quest_id, stimuli, response,  mu_estimated, sigma_estimated, saturation_estimated 
 0,3,5,3,-0.02327105,1,-0.0698131695389748,0.100500000524335,0.0500000007450581
1,3,5,3,-0.1163553,1,-0.162897400557995,0.100500000524335,0.0500000007450581
2,3,5,3,-0.1163553,0,-0.116355285048485,0.100500000524335,0.0500000007450581
3,3,5,3,-0.06981317,1,-0.116355285048485,0.100500000524335,0.0500000007450581
4,3,5,3,-0.1628974,1,-0.162897400557995,0.100500000524335,0.0500000007450581
5,3,5,3,-0.1628974,0,-0.162897400557995,0.100500000524335,0.0500000007450581
6,3,5,3,-0.06981317,1,-0.162897400557995,0.100500000524335,0.0500000007450581
7,3,5,3,-0.1628974,1,-0.162897400557995,0.100500000524335,0.0500000007450581
8,3,5,3,-0.1163553,1,-0.162897400557995,0.100500000524335,0.0500000007450581
9,3,5,3,-0.1163553,1,-0.162897400557995,0.100500000524335,0.0500000007450581
10,3,5,3,-0.2094395,1,-0.209439516067505,0.100500000524335,0.0500000007450581
11,3,5,3,-0.1163553,0,-0.162897400557995,0.150250000762753,0.0500000007450581
12,3,5,3,-0.06981317,0,-0.162897400557995,0.150250000762753,0.0500000007450581
13,3,5,3,-0.06981317,1,-0.162897400557995,0.150250000762753,0.0500000007450581
14,3,5,3,-0.06981317,1,-0.162897400557995,0.150250000762753,0.0500000007450581
15,3,5,3,-0.06981317,0,-0.162897400557995,0.150250000762753,0.0500000007450581
16,3,5,3,-0.06981317,1,-0.162897400557995,0.150250000762753,0.0500000007450581
17,3,5,3,-0.06981317,0,-0.162897400557995,0.150250000762753,0.0500000007450581
18,3,5,3,-0.2094395,0,-0.162897400557995,0.150250000762753,0.0500000007450581
19,3,5,3,-0.2094395,1,-0.162897400557995,0.150250000762753,0.0500000007450581
20,3,5,3,-0.06981317,1,-0.162897400557995,0.150250000762753,0.0500000007450581
21,3,5,3,-0.06981317,0,-0.162897400557995,0.150250000762753,0.0500000007450581
22,3,5,3,-0.2094395,1,-0.162897400557995,0.150250000762753,0.0500000007450581
23,3,5,3,-0.06981317,0,-0.162897400557995,0.200000001001172,0.0500000007450581
24,3,5,3,-0.2094395,1,-0.162897400557995,0.200000001001172,0.0500000007450581
25,3,5,3,-0.06981317,1,-0.162897400557995,0.200000001001172,0.0500000007450581
26,3,5,3,-0.06981317,0,-0.162897400557995,0.200000001001172,0.0500000007450581
27,3,5,3,-0.2094395,0,-0.162897400557995,0.200000001001172,0.0500000007450581
28,3,5,3,-0.2094395,0,-0.162897400557995,0.200000001001172,0.0500000007450581
29,3,5,3,-0.2094395,0,-0.162897400557995,0.200000001001172,0.0500000007450581
